10000407,2011
10000408,2008
10000410,1683
10000411,228
10000412,1236
10000415,20
10000416,937
10000417,1337
10000418,1584
10000420,4
10000422,4
10000423,1578
10000425,228
10000426,1150
10000428,950
10000429,1961
10000430,1169
10000433,1188
10000435,926
10000437,20
10000441,45
10000443,277
10000444,1026
10000445,420
10000446,16
10000447,913
10000448,128
10000449,1332
10000450,1330
10000451,1269
10000452,809
10000453,1186
10000454,1190
10000455,420
10000457,1086
10000458,942
10000459,922
10000460,1098
10000463,424
10000465,708
10000468,1333
10000469,208
10000471,1434
10000473,228
10000474,1330
10000476,1121
10000478,2109
10000479,136
10000481,32
10000482,1286
10000483,1532
10000484,1338
10000485,914
10000486,1170
10000487,100
10000488,1050
10000489,132
10000490,1558
10000491,1234
10000494,982
10000495,428
10000497,1530
10000499,1146
10000500,1341
10000501,1006
10000502,1122
10000504,1176
10000505,1197
10000509,36
10000510,1481
10000511,1234
10000512,790
10000516,1186
10000518,1957
10000521,1221
10000529,1766
10000532,1316
10000533,1328
10000534,1281
10000537,1639
10000538,1847
10000541,1434
10000543,420
10000546,1338
10000547,1130
10000548,308
10000549,2206
10000550,1961
10000551,1578
10000552,1433
10000558,1342
10000561,1433
10000562,1722
10000563,566
10000565,416
10000566,1129
10000567,1189
10000568,1332
10000569,1321
10000571,788
10000572,1856
10000573,1330
10000574,1096
10000576,1960
10000577,26
10000578,1289
10000580,1543
10000581,304
10000583,994
10000585,228
10000586,4
10000587,2009
10000589,1532
10000590,1121
10000593,1547
10000594,1266
10000595,4
10000596,1338
10000598,1338
10000600,20
10000601,810
10000603,420
10000608,1148
10000609,20
10000611,1190
10000614,112
10000615,1961
10000616,1244
10000618,1232
10000619,946
10000622,1547
10000624,1381
10000628,1749
10000630,416
10000631,1896
10000633,100
10000636,2098
10000637,26
10000639,0
10000640,0
10000643,1170
10000644,1234
10000647,1682
10000648,1332
10000649,96
10000650,1125
10000655,9
10000658,713
10000660,1956
10000663,901
10000664,1338
10000666,1764
10000668,1579
10000669,8
10000670,1194
10000671,208
10000673,1906
10000674,1334
10000675,1959
10000676,861
10000677,1146
10000680,1333
10000682,112
10000683,1638
10000685,1082
10000686,1193
10000687,978
10000689,1138
10000690,1683
10000691,420
10000692,1429
10000693,328
10000694,0
10000695,4
10000697,1242
10000699,1193
10000700,1333
10000701,1913
10000702,1221
10000703,516
10000704,212
10000706,518
10000708,913
10000709,1177
10000710,1053
10000712,1380
10000715,1122
10000716,1914
10000719,1290
10000720,1236
10000721,8
10000722,1333
10000724,1524
10000725,1722
10000726,1539
10000727,826
10000729,1386
10000731,1238
10000732,1911
10000733,1142
10000734,1434
10000735,997
10000736,1334
10000739,1962
10000743,930
10000746,1090
10000749,942
10000753,1242
10000755,2004
10000756,212
10000759,2200
10000762,1129
10000763,308
10000764,1337
10000767,773
10000768,794
10000772,1188
10000773,1578
10000776,1126
10000778,20
10000780,982
10000781,1126
10000782,1186
10000783,1334
10000784,1680
10000787,2103
10000791,0
10000792,308
10000795,4
10000796,1955
10000798,1122
10000799,1330
10000800,1338
10000801,1130
10000804,998
10000805,2100
10000806,1332
10000808,2192
10000809,212
10000812,1530
10000813,424
10000815,853
10000816,24
10000818,1337
10000819,1962
10000821,772
10000822,2101
10000823,1178
10000825,2006
10000826,918
10000827,1150
10000828,926
10000829,912
10000831,1290
10000832,2148
10000835,512
10000837,420
10000838,1524
10000839,614
10000841,1237
10000842,1965
10000845,1242
10000846,1170
10000847,1337
10000848,228
10000850,1377
10000851,913
10000852,1530
10000853,933
10000854,1189
10000855,1385
10000856,1140
10000857,1282
10000858,1338
10000860,1030
10000861,938
10000863,778
10000864,2196
10000865,1188
10000866,20
10000867,4
10000868,866
10000869,930
10000871,1385
10000874,1534
10000875,926
10000877,1284
10000879,912
10000880,212
10000882,1046
10000886,1578
10000888,1090
10000889,810
10000890,1045
10000891,1474
10000892,1334
10000894,1338
10000896,20
10000897,1042
10000898,1956
10000899,1194
10000900,1289
10000903,1241
10000904,1486
10000905,910
10000907,16
10000908,966
10000912,1338
10000913,212
10000914,1186
10000919,816
10000921,978
10000922,954
10000923,1129
10000924,1328
10000925,1937
10000926,1433
10000929,1325
10000930,934
10000931,181
10000932,1150
10000933,1846
10000934,308
10000935,1242
10000936,2155
10000937,1244
10000940,16
10000941,1234
10000942,950
10000943,918
10000944,1338
10000945,786
10000946,1188
10000947,1270
10000948,1569
10000949,20
10000951,1334
10000953,132
10000958,901
10000959,1911
10000960,1333
10000961,1434
10000962,1767
10000963,1962
10000965,24
10000966,1434
10000967,809
10000969,1333
10000970,969
10000971,1547
10000972,905
10000973,2154
10000974,404
10000975,228
10000976,1318
10000978,1090
10000980,1074
10000982,1338
10000983,1714
10000987,1859
10000988,805
10000989,104
10000992,1956
10000993,1386
10000994,1026
10000999,1524
10001002,1037
10001003,842
10001004,1194
10001006,954
10001007,810
10001009,854
10001014,1134
10001016,882
10001018,36
10001019,918
10001020,2105
10001021,918
10001022,2251
10001023,1849
10001024,1282
10001027,2297
10001029,1193
10001030,132
10001032,1338
10001035,1438
10001037,130
10001038,1188
10001039,2297
10001040,1334
10001041,420
10001043,216
10001044,420
10001045,1333
10001048,1150
10001049,36
10001050,2196
10001051,4
10001053,1138
10001054,1428
10001057,1767
10001059,128
10001061,1140
10001063,1787
10001064,842
10001067,838
10001068,1340
10001070,1336
10001071,1332
10001072,1534
10001073,1332
10001074,358
10001076,1188
10001077,1134
10001078,1218
10001079,1715
10001081,1338
10001083,773
10001084,24
10001086,1290
10001087,1334
10001089,708
10001090,1189
10001091,1241
10001092,1337
10001094,1913
10001098,1747
10001099,116
10001100,2249
10001103,1053
10001104,1126
10001106,946
10001107,1129
10001110,1437
10001112,1170
10001113,802
10001114,1042
10001116,1293
10001117,1328
10001121,1290
10001122,1482
10001123,0
10001124,917
10001126,806
10001127,938
10001128,1126
10001129,1122
10001130,1812
10001131,1381
10001133,1312
10001134,1991
10001135,1438
10001136,516
10001137,982
10001139,1194
10001140,1194
10001141,1964
10001143,1185
10001145,1126
10001146,1525
10001147,1384
10001152,1233
10001153,1240
10001154,1185
10001155,1532
10001156,208
10001157,982
10001159,1312
10001160,1478
10001161,569
10001162,1333
10001163,769
10001168,982
10001170,1434
10001171,1129
10001173,868
10001174,1342
10001176,1333
10001177,1049
10001178,420
10001180,1286
10001181,212
10001183,793
10001184,1337
10001186,866
10001190,1194
10001191,1188
10001192,1042
10001193,1245
10001195,4
10001197,1338
10001198,312
10001199,793
10001200,1
10001201,2004
10001202,1025
10001203,1329
10001204,942
10001205,1763
10001206,1338
10001207,1142
10001208,1472
10001209,1145
10001213,1337
10001215,516
10001219,1386
10001221,1960
10001222,854
10001225,978
10001226,1386
10001228,1764
10001229,1241
10001232,966
10001233,897
10001235,292
10001236,938
10001237,1237
10001239,1194
10001241,1238
10001242,1134
10001243,1336
10001244,832
10001246,36
10001247,8
10001248,946
10001249,1185
10001250,1226
10001251,516
10001252,4
10001253,1524
10001254,1188
10001255,1767
10001256,914
10001257,1142
10001258,1078
10001259,1274
10001260,1529
10001261,1172
10001263,1337
10001264,308
10001265,1285
10001266,8
10001268,1141
10001270,1333
10001271,1274
10001272,842
10001273,1670
10001275,1237
10001276,1133
10001277,1386
10001279,1190
10001280,224
10001281,145
10001284,1326
10001285,329
10001286,1042
10001287,774
10001288,2096
10001290,957
10001291,1194
10001293,1333
10001296,525
10001297,1246
10001301,1137
10001302,2055
10001303,16
10001304,1074
10001308,1238
10001310,1330
10001313,1184
10001314,934
10001317,1124
10001318,1284
10001319,1066
10001320,1681
10001321,857
10001322,1338
10001323,1282
10001324,1172
10001325,1145
10001327,1386
10001328,914
10001329,922
10001330,2249
10001331,1843
10001333,1528
10001334,2010
10001339,1895
10001340,1269
10001342,1145
10001344,1146
10001347,1626
10001348,1959
10001349,1665
10001350,228
10001352,1390
10001353,36
10001355,1682
10001357,886
10001358,416
10001359,1122
10001361,1246
10001366,16
10001369,1434
10001370,1532
10001371,36
10001372,1337
10001373,1342
10001375,914
10001376,1284
10001379,958
10001380,428
10001381,982
10001382,2300
10001385,420
10001386,2055
10001389,1053
10001390,516
10001391,1082
10001395,1376
10001396,228
10001397,1190
10001398,304
10001401,320
10001403,978
10001405,953
10001407,1476
10001408,4
10001409,1526
10001412,28
10001413,24
10001416,1425
10001417,1289
10001419,4
10001420,1190
10001421,1723
10001422,1686
10001423,934
10001424,778
10001425,950
10001427,1433
10001428,136
10001429,500
10001431,918
10001432,826
10001433,0
10001434,1338
10001435,1188
10001436,1050
10001439,422
10001443,822
10001444,1194
10001445,978
10001447,1474
10001448,1384
10001449,1558
10001450,1032
10001452,2297
10001453,424
10001455,1524
10001456,838
10001457,1342
10001459,1333
10001460,24
10001461,2107
10001462,1434
10001463,1539
10001464,1149
10001467,862
10001468,842
10001470,954
10001472,790
10001473,1380
10001477,216
10001478,1236
10001481,416
10001486,1242
10001488,1334
10001490,889
10001491,1638
10001492,1962
10001493,1185
10001494,1341
10001495,986
10001496,1285
10001498,4
10001499,1026
10001500,1478
10001501,1380
10001503,1078
10001506,1190
10001508,1607
10001510,1381
10001511,324
10001512,1188
10001514,324
10001516,1282
10001517,953
10001518,36
10001519,1245
10001520,1097
10001522,1332
10001524,1101
10001526,1150
10001527,1334
10001528,1172
10001529,1285
10001531,1120
10001533,1530
10001536,985
10001537,946
10001539,1847
10001540,946
10001541,1529
10001550,1246
10001552,2099
10001554,786
10001556,1234
10001557,1098
10001558,1529
10001559,1190
10001561,996
10001562,929
10001564,228
10001565,1332
10001567,2195
10001570,985
10001571,902
10001572,922
10001573,1811
10001574,2298
10001576,228
10001577,1338
10001579,1285
10001580,224
10001584,1907
10001588,1134
10001589,708
10001590,208
10001594,1236
10001595,790
10001596,848
10001598,1138
10001599,1126
10001601,96
10001602,1332
10001604,842
10001605,1289
10001607,8
10001608,1133
10001611,785
10001612,308
10001614,1038
10001615,1334
10001616,1241
10001618,4
10001619,1141
10001621,564
10001623,933
10001624,1126
10001626,1186
10001628,1146
10001630,921
10001631,1530
10001632,1097
10001633,96
10001634,2106
10001635,1290
10001636,1380
10001637,1001
10001639,228
10001640,1342
10001644,1190
10001645,1241
10001648,228
10001650,810
10001651,1690
10001653,1338
10001654,929
10001655,1126
10001657,1334
10001660,421
10001661,897
10001662,1130
10001663,416
10001666,224
10001667,1189
10001669,1338
10001672,1049
10001673,1338
10001674,216
10001675,997
10001676,1332
10001677,1520
10001678,1437
10001679,1194
10001682,1897
10001683,1289
10001684,100
10001687,1236
10001688,906
10001689,962
10001690,520
10001691,1385
10001692,1338
10001693,2111
10001695,1337
10001696,1240
10001698,2106
10001702,136
10001704,1539
10001705,424
10001709,930
10001710,998
10001713,2154
10001714,1188
10001720,212
10001721,1532
10001723,1534
10001724,1329
10001725,1142
10001726,800
10001727,428
10001728,922
10001729,1486
10001730,1528
10001731,1961
10001732,1293
10001734,980
10001735,1188
10001737,516
10001738,2298
10001739,1186
10001740,716
10001741,2253
10001743,424
10001744,236
10001745,1330
10001748,1130
10001749,1194
10001751,1333
10001752,1386
10001753,1286
10001755,162
10001756,2
10001757,917
10001758,1526
10001759,1333
10001760,1285
10001763,1121
10001764,794
10001765,1332
10001766,1481
10001767,1334
10001768,1330
10001769,1330
10001772,1955
10001773,420
10001774,1142
10001776,1236
10001778,1333
10001779,1044
10001781,790
10001783,1024
10001785,1330
10001789,1957
10001790,2058
10001792,1173
10001795,128
10001796,424
10001797,1424
10001798,2100
10001799,848
10001800,1332
10001801,1578
10001803,425
10001804,2058
10001805,4
10001806,714
10001807,2097
10001810,1659
10001811,512
10001813,1734
10001815,1962
10001817,1190
10001818,516
10001819,1289
10001820,930
10001821,708
10001822,1188
10001828,1333
10001829,942
10001831,4
10001834,1168
10001835,937
10001836,616
10001837,516
10001838,777
10001839,228
10001840,2100
10001842,1286
10001845,1238
10001846,1185
10001847,1534
10001850,1001
10001851,1571
10001853,132
10001854,1293
10001855,362
10001856,790
10001857,614
10001858,986
10001859,1225
10001860,516
10001862,1938
10001864,1336
10001866,930
10001868,1568
10001870,954
10001871,978
10001872,1192
10001873,1185
10001874,806
10001876,20
10001878,40
10001879,1189
10001881,1141
10001882,1282
10001884,769
10001886,1142
10001893,372
10001894,1563
10001896,981
10001897,1038
10001898,1189
10001901,1902
10001902,1534
10001904,1962
10001905,788
10001906,822
10001907,1329
10001908,1285
10001909,1867
10001910,1555
10001911,212
10001913,1529
10001914,1034
10001915,1133
10001916,1074
10001918,1246
10001919,116
10001920,1090
10001921,102
10001922,420
10001923,1121
10001927,1330
10001928,6
10001929,36
10001931,982
10001933,1193
10001935,1177
10001936,1342
10001937,2092
10001940,1122
10001942,712
10001943,1386
10001944,4
10001945,100
10001946,946
10001948,228
10001949,789
10001951,1528
10001953,1290
10001955,1134
10001958,2109
10001960,1286
10001962,965
10001963,1189
10001965,1233
10001967,1237
10001968,1138
10001969,1121
10001970,424
10001972,1049
10001973,4
10001975,1146
10001976,1189
10001977,2105
10001978,1049
10001979,820
10001980,428
10001981,1956
10001982,906
10001983,1571
10001984,917
10001985,192
10001986,1567
10001987,1699
10001988,324
10001989,858
10001991,2105
10001992,2105
10001994,770
10001998,420
10002000,1341
10002002,1284
10002003,2100
10002004,1337
10002005,500
10002006,906
10002007,1290
10002008,1525
10002009,1526
10002011,1958
10002012,1184
10002014,1337
10002015,1193
10002016,990
10002019,100
10002024,1575
10002028,918
10002029,933
10002030,1330
10002032,2107
10002033,760
10002034,40
10002036,953
10002037,1133
10002040,1194
10002041,1429
10002042,2108
10002043,1098
10002045,1233
10002048,2105
10002050,1571
10002051,1121
10002053,422
10002055,1122
10002058,1125
10002059,1130
10002061,26
10002063,998
10002064,1963
10002065,1687
10002066,1524
10002067,1232
10002068,1284
10002069,1330
10002070,420
10002071,1897
10002072,2198
10002074,1336
10002076,938
10002078,1178
10002079,1770
10002080,216
10002082,1232
10002084,1571
10002085,1237
10002087,1122
10002088,112
10002089,806
10002091,38
10002096,1956
10002100,1242
10002102,1750
10002105,1236
10002107,1241
10002109,1332
10002110,1146
10002112,1342
10002113,36
10002114,1332
10002115,520
10002116,32
10002117,930
10002118,946
10002120,2301
10002123,982
10002124,1338
10002125,1547
10002127,882
10002131,2010
10002133,2050
10002134,1006
10002135,1333
10002137,1190
10002141,1188
10002142,100
10002143,774
10002145,1338
10002150,1951
10002154,1910
10002155,1341
10002156,1579
10002157,1184
10002160,2107
10002162,2297
10002163,612
10002164,1330
10002165,1317
10002166,1954
10002167,232
10002168,870
10002170,36
10002171,42
10002173,1122
10002174,769
10002175,1338
10002176,2196
10002179,842
10002181,208
10002182,1382
10002183,1342
10002184,1959
10002185,1185
10002186,1232
10002188,20
10002190,1635
10002191,914
10002192,224
10002193,1188
10002195,1695
10002196,212
10002197,708
10002198,1341
10002199,1009
10002200,858
10002203,1338
10002206,1189
10002207,1286
10002208,1540
10002209,416
10002212,1093
10002215,914
10002216,1956
10002217,1241
10002218,996
10002219,937
10002220,982
10002221,1126
10002222,1190
10002224,1529
10002225,1193
10002227,212
10002228,918
10002231,40
10002234,1961
10002235,1337
10002236,1321
10002237,4
10002241,1332
10002245,1963
10002246,949
10002250,1321
10002251,1332
10002253,1220
10002254,914
10002255,1534
10002258,521
10002261,997
10002263,132
10002265,938
10002266,842
10002267,132
10002269,1050
10002270,1193
10002271,1342
10002273,2098
10002274,1332
10002279,1433
10002281,1336
10002282,1330
10002283,1188
10002285,1524
10002286,1125
10002287,1337
10002289,1336
10002291,520
10002293,1908
10002294,1436
10002295,1126
10002298,1193
10002302,1236
10002303,4
10002305,1342
10002306,1192
10002307,1767
10002309,1189
10002310,870
10002312,1552
10002313,1337
10002314,1334
10002315,1124
10002317,24
10002319,228
10002320,2105
10002321,1193
10002322,2250
10002324,1190
10002325,2000
10002326,2009
10002327,232
10002330,1337
10002331,1329
10002332,136
10002333,1286
10002334,212
10002335,1281
10002337,2107
10002338,112
10002340,1193
10002341,1333
10002342,1134
10002344,232
10002345,226
10002347,1241
10002348,2107
10002349,937
10002350,224
10002354,1568
10002355,416
10002356,120
10002359,1232
10002361,2098
10002364,1280
10002365,941
10002368,958
10002369,954
10002371,1329
10002372,862
10002373,1385
10002374,898
10002375,941
10002376,1122
10002377,1242
10002378,100
10002379,828
10002381,901
10002385,866
10002388,40
10002389,2299
10002391,516
10002395,1089
10002396,1956
10002398,1194
10002399,1289
10002404,785
10002405,1097
10002406,1767
10002407,862
10002410,1125
10002411,982
10002412,116
10002414,1245
10002415,420
10002416,1555
10002417,1473
10002419,132
10002424,4
10002425,1334
10002426,982
10002427,2297
10002428,36
10002429,1332
10002430,1
10002432,1337
10002434,950
10002435,1390
10002440,934
10002441,1284
10002442,1341
10002444,890
10002446,933
10002447,986
10002448,104
10002449,220
10002450,1094
10002451,1078
10002452,2010
10002454,20
10002455,1190
10002456,990
10002458,1853
10002461,1578
10002462,2100
10002464,1329
10002465,324
10002466,1686
10002467,1126
10002468,1337
10002469,1190
10002470,981
10002471,224
10002472,789
10002473,914
10002475,1050
10002476,905
10002478,1030
10002479,1145
10002480,1142
10002481,1386
10002482,906
10002483,1098
10002485,934
10002488,1282
10002491,1294
10002492,2099
10002493,218
10002496,4
10002497,781
10002499,2200
10002500,304
10002502,128
10002503,1481
10002506,1265
10002507,20
10002510,1193
10002511,0
10002513,1334
10002514,1186
10002516,1341
10002521,1236
10002523,212
10002526,1241
10002530,0
10002532,1913
10002533,982
10002534,1966
10002535,504
10002538,1620
10002540,786
10002543,1337
10002544,982
10002546,1238
10002549,869
10002550,4
10002551,1150
10002552,2150
10002553,1430
10002555,1530
10002556,1122
10002557,214
10002558,1188
10002559,1529
10002560,1745
10002561,4
10002562,32
10002563,1145
10002564,1891
10002565,1333
10002566,1338
10002568,992
10002569,1192
10002570,1292
10002573,946
10002575,1188
10002576,938
10002578,1337
10002579,1189
10002584,2104
10002585,1184
10002586,938
10002588,1002
10002589,1334
10002591,1241
10002592,1338
10002593,982
10002594,2100
10002600,1232
10002604,1138
10002605,770
10002606,809
10002609,1241
10002612,1237
10002613,1186
10002614,937
10002615,953
10002616,805
10002620,32
10002621,1478
10002622,328
10002624,20
10002625,32
10002626,1049
10002627,1141
10002629,1125
10002630,1337
10002632,774
10002633,1028
10002636,1241
10002637,1542
10002638,834
10002639,24
10002641,1329
10002642,954
10002644,1121
10002645,420
10002647,1122
10002649,938
10002650,954
10002651,1330
10002656,1198
10002657,1904
10002658,4
10002660,1001
10002661,1130
10002662,1332
10002663,1001
10002665,0
10002666,850
10002667,1098
10002668,1508
10002669,1077
10002670,1330
10002672,1289
10002673,774
10002675,1334
10002676,1703
10002678,516
10002679,1338
10002680,1342
10002681,1074
10002683,36
10002684,1429
10002685,716
10002688,933
10002691,870
10002692,1891
10002696,1329
10002698,1334
10002700,1053
10002703,40
10002705,1342
10002706,1026
10002707,1938
10002709,416
10002710,1914
10002711,1338
10002712,228
10002713,921
10002714,1588
10002716,954
10002717,917
10002718,228
10002721,770
10002722,1138
10002724,1194
10002725,1122
10002726,774
10002727,1121
10002728,1338
10002729,866
10002730,520
10002731,1380
10002732,1751
10002735,1078
10002736,986
10002737,224
10002738,1190
10002739,1330
10002740,1334
10002741,938
10002743,1575
10002746,213
10002747,504
10002748,224
10002749,2302
10002750,1530
10002751,822
10002752,1332
10002753,212
10002757,2014
10002758,1242
10002759,1242
10002760,426
10002761,2094
10002763,1136
10002766,2
10002767,96
10002768,1236
10002770,36
10002778,1234
10002779,922
10002780,1242
10002781,1336
10002782,998
10002783,1002
10002784,1041
10002785,1042
10002787,2107
10002788,916
10002792,1241
10002794,1482
10002795,1895
10002797,1141
10002798,1683
10002800,1129
10002802,1533
10002805,324
10002806,228
10002807,4
10002808,1241
10002809,102
10002810,912
10002811,24
10002813,1122
10002814,1871
10002818,1425
10002821,2106
10002822,1098
10002823,917
10002826,1336
10002829,806
10002830,1530
10002831,794
10002832,1186
10002833,806
10002834,420
10002835,2300
10002836,946
10002837,1954
10002838,138
10002839,100
10002840,858
10002841,1590
10002844,4
10002849,2100
10002851,1914
10002852,40
10002853,1330
10002854,420
10002856,1188
10002857,1193
10002858,1270
10002860,4
10002861,1337
10002864,474
10002865,132
10002869,1563
10002870,2298
10002871,0
10002875,116
10002876,1234
10002877,950
10002878,208
10002880,1241
10002882,902
10002884,4
10002887,922
10002888,1377
10002890,810
10002891,1189
10002892,930
10002894,116
10002895,1465
10002896,36
10002897,1236
10002898,1241
10002900,1328
10002901,1332
10002902,1432
10002904,1221
10002906,608
10002907,1125
10002908,2111
10002909,1336
10002910,1956
10002913,1547
10002916,1338
10002917,1185
10002919,304
10002920,4
10002923,1604
10002924,865
10002925,997
10002927,0
10002928,789
10002929,1962
10002930,1520
10002932,2192
10002933,1184
10002934,1322
10002935,304
10002937,1769
10002940,1122
10002942,1755
10002944,1126
10002946,1042
10002947,1145
10002948,212
10002951,1218
10002953,4
10002955,789
10002956,1054
10002957,1377
10002958,20
10002959,4
10002960,1090
10002961,308
10002962,1333
10002963,228
10002964,1722
10002966,1328
10002973,1188
10002974,1547
10002975,4
10002978,1530
10002979,954
10002981,1961
10002982,1338
10002985,1316
10002986,1241
10002987,1125
10002988,1173
10002989,1193
10002991,420
10002994,1687
10002996,1334
10002997,2007
10002998,1341
10003000,1333
10003003,24
10003005,1122
10003007,1289
10003008,1643
10003009,8
10003013,4
10003014,2109
10003016,1683
10003017,1189
10003018,520
10003020,1146
10003021,2158
10003022,1530
10003028,1687
10003030,1341
10003031,1337
10003032,944
10003033,1194
10003034,1129
10003035,1242
10003036,934
10003037,424
10003040,1611
10003041,2247
10003042,810
10003045,790
10003046,424
10003047,794
10003048,793
10003049,1892
10003050,1086
10003051,786
10003053,1332
10003054,992
10003055,1342
10003056,1333
10003057,1337
10003063,1284
10003064,806
10003065,1332
10003066,708
10003067,1329
10003068,944
10003069,1281
10003072,1770
10003074,934
10003075,870
10003078,1818
10003079,212
10003080,1149
10003083,917
10003085,1318
10003088,981
10003089,770
10003091,1333
10003092,1956
10003093,1062
10003094,1338
10003095,954
10003096,1721
10003097,424
10003099,1198
10003100,1702
10003101,1234
10003102,1242
10003103,1002
10003104,7
10003105,996
10003107,1074
10003108,934
10003111,4
10003113,1126
10003114,770
10003116,1142
10003117,36
10003119,1338
10003120,1522
10003121,794
10003122,1322
10003123,954
10003124,228
10003126,420
10003127,1198
10003129,2061
10003130,1190
10003132,1193
10003134,24
10003135,1862
10003136,1245
10003137,998
10003140,1270
10003141,957
10003144,1188
10003145,1189
10003148,2003
10003151,36
10003152,858
10003153,1002
10003154,228
10003155,2247
10003156,1567
10003157,1090
10003158,1655
10003160,1030
10003162,2010
10003163,770
10003164,1338
10003165,1537
10003166,208
10003170,564
10003172,2002
10003173,980
10003174,1332
10003175,1328
10003177,996
10003178,36
10003179,1332
10003180,930
10003185,1146
10003191,934
10003192,810
10003193,516
10003194,953
10003196,802
10003197,982
10003198,1241
10003199,1094
10003200,420
10003201,1188
10003202,20
10003203,937
10003204,1720
10003207,1077
10003208,918
10003209,1245
10003210,1332
10003211,986
10003213,982
10003215,2099
10003217,886
10003218,212
10003219,2000
10003221,1528
10003223,1220
10003224,862
10003225,1337
10003226,1333
10003231,938
10003232,1145
10003233,1193
10003234,1333
10003235,998
10003236,986
10003241,1232
10003242,1190
10003244,2242
10003245,1277
10003246,857
10003248,238
10003250,1236
10003252,889
10003253,224
10003254,1342
10003255,20
10003257,1563
10003260,132
10003261,420
10003262,934
10003263,930
10003265,1073
10003266,1237
10003268,1333
10003271,1338
10003273,949
10003275,2151
10003276,1289
10003277,1946
10003278,100
10003280,1194
10003283,128
10003286,132
10003287,196
10003288,1337
10003289,1763
10003290,1714
10003291,1524
10003293,1190
10003295,1194
10003296,40
10003299,926
10003300,1337
10003301,934
10003302,1129
10003303,1137
10003307,1328
10003308,934
10003309,1082
10003311,1122
10003313,1142
10003314,781
10003315,914
10003317,1281
10003318,837
10003319,1282
10003320,1338
10003321,1957
10003325,1194
10003329,1188
10003330,1188
10003331,1196
10003335,1130
10003336,934
10003337,309
10003339,1831
10003340,797
10003341,2299
10003343,2004
10003344,1338
10003346,1125
10003349,1054
10003350,2106
10003351,1321
10003353,948
10003354,1386
10003355,1524
10003356,1294
10003358,324
10003363,4
10003365,516
10003366,918
10003368,1546
